Company_name,Role,Skill,Question_category,Question,Answer,Round
Amazon,Data Scientist,SQL,Technical,Write a SQL code to explain the month-to-month user retention rate?,"SELECT a.month AS signup_month, b.month AS return_month, COUNT(DISTINCT b.user_id) AS retained_users FROM users a JOIN users b ON a.user_id = b.user_id AND b.month = DATE_ADD(a.month, INTERVAL 1 MONTH) GROUP BY a.month, b.month;",1
Amazon,Data Engineer,Machine Learning,Technical,How does regularization help in linear regression?,Regularization adds a penalty to the loss function to reduce model complexity and prevent overfitting.,2
Amazon,ML Engineer,Python,Technical,What is the difference between a tuple and a list?,Tuples are immutable and use parentheses; lists are mutable and use square brackets.,3
Amazon,Applied Scientist,NLP,Technical,What is tokenization in NLP?,Tokenization is the process of splitting text into individual words or phrases called tokens.,3
Amazon,Data Scientist,SQL,Technical,Write a SQL query to get the top 5 products with the highest average rating.,"SELECT product_id, AVG(rating) AS avg_rating FROM reviews GROUP BY product_id ORDER BY avg_rating DESC LIMIT 5;",1
Amazon,Data Engineer,Machine Learning,Technical,Explain how a decision tree splits data.,It uses criteria like Gini Impurity or Information Gain to split data at each node to maximize separation.,2
Amazon,ML Engineer,Python,Technical,How do you reverse a list in Python?,Use list[::-1] or the reverse() method.,3
Amazon,Applied Scientist,NLP,Technical,Explain how BERT handles context in NLP.,BERT uses bidirectional transformers to understand context from both left and right sides of a word.,3
Amazon,Data Scientist,SQL,Technical,Write a SQL query to find users who made purchases in two consecutive months.,SELECT DISTINCT a.user_id FROM purchases a JOIN purchases b ON a.user_id = b.user_id AND MONTH(b.date) = MONTH(a.date) + 1;,1
Amazon,Data Engineer,Machine Learning,Technical,What is the difference between precision and recall?,Precision is the ratio of true positives to total predicted positives; recall is the ratio of true positives to total actual positives.,2
Amazon,ML Engineer,Python,Technical,Explain the use of list comprehensions.,List comprehensions provide a concise way to create lists using a single line of code.,3
Amazon,Applied Scientist,NLP,Technical,What is the purpose of attention mechanisms?,Attention mechanisms help the model focus on relevant parts of the input when generating output.,3
Amazon,Data Scientist,SQL,Technical,Write a SQL code to explain the month-to-month user retention rate?,"SELECT a.month AS signup_month, b.month AS return_month, COUNT(DISTINCT b.user_id) AS retained_users FROM users a JOIN users b ON a.user_id = b.user_id AND b.month = DATE_ADD(a.month, INTERVAL 1 MONTH) GROUP BY a.month, b.month;",1
Amazon,Data Engineer,Machine Learning,Technical,How does regularization help in linear regression?,Regularization adds a penalty to the loss function to reduce model complexity and prevent overfitting.,2
Amazon,ML Engineer,Python,Technical,What is the difference between a tuple and a list?,Tuples are immutable and use parentheses; lists are mutable and use square brackets.,3
Amazon,Applied Scientist,NLP,Technical,What is tokenization in NLP?,Tokenization is the process of splitting text into individual words or phrases called tokens.,3
Amazon,Data Scientist,SQL,Technical,Write a SQL query to get the top 5 products with the highest average rating.,"SELECT product_id, AVG(rating) AS avg_rating FROM reviews GROUP BY product_id ORDER BY avg_rating DESC LIMIT 5;",1
Amazon,Data Engineer,Machine Learning,Technical,Explain how a decision tree splits data.,It uses criteria like Gini Impurity or Information Gain to split data at each node to maximize separation.,2
Amazon,ML Engineer,Python,Technical,How do you reverse a list in Python?,Use list[::-1] or the reverse() method.,3
Amazon,Applied Scientist,NLP,Technical,Explain how BERT handles context in NLP.,BERT uses bidirectional transformers to understand context from both left and right sides of a word.,3
Amazon,Data Scientist,SQL,Technical,Write a SQL query to find users who made purchases in two consecutive months.,SELECT DISTINCT a.user_id FROM purchases a JOIN purchases b ON a.user_id = b.user_id AND MONTH(b.date) = MONTH(a.date) + 1;,1
Amazon,Data Engineer,Machine Learning,Technical,What is the difference between precision and recall?,Precision is the ratio of true positives to total predicted positives; recall is the ratio of true positives to total actual positives.,2
Amazon,ML Engineer,Python,Technical,Explain the use of list comprehensions.,List comprehensions provide a concise way to create lists using a single line of code.,3
Amazon,Applied Scientist,NLP,Technical,What is the purpose of attention mechanisms?,Attention mechanisms help the model focus on relevant parts of the input when generating output.,3
Amazon,Data Scientist,SQL,Technical,Write a SQL code to explain the month-to-month user retention rate?,"SELECT a.month AS signup_month, b.month AS return_month, COUNT(DISTINCT b.user_id) AS retained_users FROM users a JOIN users b ON a.user_id = b.user_id AND b.month = DATE_ADD(a.month, INTERVAL 1 MONTH) GROUP BY a.month, b.month;",1
Amazon,Data Engineer,Machine Learning,Technical,How does regularization help in linear regression?,Regularization adds a penalty to the loss function to reduce model complexity and prevent overfitting.,2
Amazon,ML Engineer,Python,Technical,What is the difference between a tuple and a list?,Tuples are immutable and use parentheses; lists are mutable and use square brackets.,3
Amazon,Applied Scientist,NLP,Technical,What is tokenization in NLP?,Tokenization is the process of splitting text into individual words or phrases called tokens.,3
Amazon,Data Scientist,SQL,Technical,Write a SQL query to get the top 5 products with the highest average rating.,"SELECT product_id, AVG(rating) AS avg_rating FROM reviews GROUP BY product_id ORDER BY avg_rating DESC LIMIT 5;",1
Amazon,Data Engineer,Machine Learning,Technical,Explain how a decision tree splits data.,It uses criteria like Gini Impurity or Information Gain to split data at each node to maximize separation.,2
Amazon,ML Engineer,Python,Technical,How do you reverse a list in Python?,Use list[::-1] or the reverse() method.,3
Amazon,Applied Scientist,NLP,Technical,Explain how BERT handles context in NLP.,BERT uses bidirectional transformers to understand context from both left and right sides of a word.,3
Amazon,Data Scientist,SQL,Technical,Write a SQL query to find users who made purchases in two consecutive months.,SELECT DISTINCT a.user_id FROM purchases a JOIN purchases b ON a.user_id = b.user_id AND MONTH(b.date) = MONTH(a.date) + 1;,1
Amazon,Data Engineer,Machine Learning,Technical,What is the difference between precision and recall?,Precision is the ratio of true positives to total predicted positives; recall is the ratio of true positives to total actual positives.,2
Amazon,ML Engineer,Python,Technical,Explain the use of list comprehensions.,List comprehensions provide a concise way to create lists using a single line of code.,3
Amazon,Applied Scientist,NLP,Technical,What is the purpose of attention mechanisms?,Attention mechanisms help the model focus on relevant parts of the input when generating output.,3
Amazon,Data Scientist,SQL,Technical,Write a SQL code to explain the month-to-month user retention rate?,"SELECT a.month AS signup_month, b.month AS return_month, COUNT(DISTINCT b.user_id) AS retained_users FROM users a JOIN users b ON a.user_id = b.user_id AND b.month = DATE_ADD(a.month, INTERVAL 1 MONTH) GROUP BY a.month, b.month;",1
Amazon,Data Engineer,Machine Learning,Technical,How does regularization help in linear regression?,Regularization adds a penalty to the loss function to reduce model complexity and prevent overfitting.,2
Amazon,ML Engineer,Python,Technical,What is the difference between a tuple and a list?,Tuples are immutable and use parentheses; lists are mutable and use square brackets.,3
Amazon,Applied Scientist,NLP,Technical,What is tokenization in NLP?,Tokenization is the process of splitting text into individual words or phrases called tokens.,3
Amazon,Data Scientist,SQL,Technical,Write a SQL query to get the top 5 products with the highest average rating.,"SELECT product_id, AVG(rating) AS avg_rating FROM reviews GROUP BY product_id ORDER BY avg_rating DESC LIMIT 5;",1
Amazon,Data Engineer,Machine Learning,Technical,Explain how a decision tree splits data.,It uses criteria like Gini Impurity or Information Gain to split data at each node to maximize separation.,2
Amazon,ML Engineer,Python,Technical,How do you reverse a list in Python?,Use list[::-1] or the reverse() method.,3
Amazon,Applied Scientist,NLP,Technical,Explain how BERT handles context in NLP.,BERT uses bidirectional transformers to understand context from both left and right sides of a word.,3
Amazon,Data Scientist,SQL,Technical,Write a SQL query to find users who made purchases in two consecutive months.,SELECT DISTINCT a.user_id FROM purchases a JOIN purchases b ON a.user_id = b.user_id AND MONTH(b.date) = MONTH(a.date) + 1;,1
Amazon,Data Engineer,Machine Learning,Technical,What is the difference between precision and recall?,Precision is the ratio of true positives to total predicted positives; recall is the ratio of true positives to total actual positives.,2
